transaction_id,customer_id,transaction_datetime,transaction_type,merchant_category,amount,is_fraud
TX1110915,SA011684,2023-11-18 18:24:09,EFT Payment,Hardware & Construction,621.94,0
TX1110916,SA013079,2023-12-19 16:45:35,Withdrawal,Gaming & Betting,392.5,0
TX1110917,SA010521,2023-05-29 12:10:59,Transfer,Hardware & Construction,771.94,0
TX1110918,SA010275,2023-12-11 20:47:53,EFT Payment,Travel,193.38,0
TX1110919,SA010994,2023-09-09 12:57:23,Withdrawal,Gaming & Betting,188.33,0
TX1110920,SA013463,2023-11-03 03:37:54,Withdrawal,Fuel Stations,219.06,0
TX1110921,SA012286,2023-10-29 02:29:55,Withdrawal,Insurance,126.84,0
TX1110922,SA013778,2023-07-09 16:53:43,Debit Order,Government Services,943.23,0
TX1110923,SA010788,2023-11-22 03:49:45,EFT Payment,Telecommunication,61.36,0
TX1110924,SA010169,2023-10-17 09:10:20,Deposit,Travel,524.62,0
TX1110925,SA011540,2023-12-22 20:54:22,Online Purchase,Utilities,138.15,0
TX1110926,SA013599,2023-06-19 03:45:22,Deposit,Transportation,1016.61,0
TX1110927,SA012816,2023-12-11 05:47:01,Deposit,Insurance,12.14,0
TX1110928,SA010401,2023-12-28 23:09:42,Deposit,Grocery Stores,2055.77,0
TX1110929,SA013102,2023-09-05 23:13:41,ATM Withdrawal,Home & Garden,78.69,0
TX1110930,SA013614,2023-12-30 22:01:37,Card Payment,Hardware & Construction,526.44,0
TX1110931,SA013737,2023-06-17 12:11:19,Online Purchase,Utilities,37.31,0
TX1110932,SA013852,2023-08-14 19:30:12,ATM Withdrawal,Government Services,200.87,0
TX1110933,SA012510,2023-11-29 12:34:01,Deposit,Hardware & Construction,31.19,0
TX1110934,SA014652,2023-11-24 00:51:18,Card Payment,Restaurants,1970.53,0
TX1110935,SA010075,2023-03-01 16:27:21,Online Purchase,Education,304.91,0
TX1110936,SA011783,2023-08-31 20:16:40,Online Purchase,Clothing Retail,1534.57,0
TX1110937,SA011839,2023-08-19 06:04:59,ATM Withdrawal,Medical,437.05,0
TX1110938,SA013346,2023-11-07 00:13:21,Transfer,Transportation,205.53,0
TX1110939,SA012929,2023-12-10 15:38:55,EFT Payment,Insurance,1511.81,0
TX1110940,SA011813,2023-11-10 08:07:37,Debit Order,Education,2072.88,0
TX1110941,SA011262,2023-08-17 02:07:46,EFT Payment,Government Services,878.66,0
TX1110942,SA013075,2023-06-01 19:37:43,Debit Order,Government Services,1133.47,0
TX1110943,SA014836,2023-05-15 12:08:35,Card Payment,Online Shopping,684.68,0
TX1110944,SA012466,2023-07-02 10:10:25,Deposit,Fuel Stations,699.03,0
TX1110945,SA011465,2023-12-13 03:47:01,Deposit,Clothing Retail,734.02,0
TX1110946,SA014354,2023-05-27 17:13:10,Transfer,Financial Services,3.99,0
TX1110947,SA011831,2023-12-17 18:48:05,ATM Withdrawal,Electronics,666.93,0
TX1110948,SA014797,2023-12-15 00:22:10,Transfer,Accommodation,32.11,0
TX1110949,SA012223,2023-12-22 05:36:07,ATM Withdrawal,Telecommunication,515.43,0
TX1110950,SA013874,2023-10-10 14:55:29,Withdrawal,Medical,926.86,0
TX1110951,SA010159,2023-11-27 06:43:38,Online Purchase,Education,685.81,0
TX1110952,SA014949,2023-12-10 15:44:56,Online Purchase,Insurance,318.91,0
TX1110953,SA013505,2023-10-14 17:47:29,Online Purchase,Online Shopping,71.85,0
TX1110954,SA012625,2023-08-02 22:57:29,Debit Order,Education,2292.95,0
TX1110955,SA012919,2023-06-03 11:58:52,Online Purchase,Entertainment,630.91,0
TX1110956,SA011330,2023-12-18 05:03:52,EFT Payment,Clothing Retail,1236.27,0
TX1110957,SA011567,2023-12-27 05:38:25,Debit Order,Education,290.98,0
TX1110958,SA010613,2023-12-09 07:42:57,EFT Payment,Accommodation,1622.11,0
TX1110959,SA012973,2023-10-28 07:50:34,Online Purchase,Government Services,162.35,0
TX1110960,SA013620,2023-12-21 22:55:45,Debit Order,Telecommunication,245.96,0
TX1110961,SA014334,2023-09-27 20:24:58,Deposit,Online Shopping,693.97,0
TX1110962,SA010293,2023-06-03 11:09:51,Deposit,Government Services,1619.42,0
TX1110963,SA012188,2023-12-15 04:46:50,Debit Order,Entertainment,113.86,0
TX1110964,SA011691,2023-06-18 09:00:45,Transfer,Travel,473.58,0
TX1110965,SA012248,2023-11-21 12:13:11,Card Payment,Financial Services,162.06,0
TX1110966,SA012904,2023-12-11 19:26:58,Deposit,Entertainment,562.44,0
TX1110967,SA010600,2023-12-06 00:59:38,Withdrawal,Electronics,678.11,0
TX1110968,SA013458,2023-11-15 14:05:44,Card Payment,Telecommunication,1630.09,0
TX1110969,SA011057,2023-11-04 17:53:27,Debit Order,Telecommunication,1421.37,0
TX1110970,SA014242,2023-11-27 20:22:32,Transfer,Entertainment,127.02,0
TX1110971,SA012489,2023-07-07 08:13:29,Debit Order,Electronics,135.56,0
TX1110972,SA012843,2023-12-13 18:27:47,Deposit,Transportation,231.53,0
TX1110973,SA011274,2023-11-26 22:01:45,Online Purchase,Transportation,389.09,0
TX1110974,SA013126,2023-11-18 13:08:15,EFT Payment,Medical,515.94,0
TX1110975,SA012541,2023-06-20 01:24:40,ATM Withdrawal,Education,205.94,0
TX1110976,SA014973,2023-12-19 00:23:21,Deposit,Education,86.09,0
TX1110977,SA011523,2023-12-30 07:07:10,Debit Order,Government Services,54.71,0
TX1110978,SA011352,2023-08-16 02:53:34,EFT Payment,Accommodation,1074.32,0
TX1110979,SA013755,2023-10-05 14:27:02,EFT Payment,Home & Garden,576.77,0
TX1110980,SA012659,2023-10-20 18:25:11,Transfer,Transportation,1166.03,0
TX1110981,SA010764,2023-11-04 20:15:43,Deposit,Restaurants,196.66,0
TX1110982,SA010839,2023-12-24 08:23:42,Withdrawal,Fuel Stations,575.12,0
TX1110983,SA014159,2023-07-03 04:26:18,Withdrawal,Medical,350.13,0
TX1110984,SA014113,2023-04-05 05:54:44,Withdrawal,Utilities,270.02,0
TX1110985,SA011721,2023-11-15 17:19:29,Online Purchase,Gaming & Betting,34.44,0
TX1110986,SA012666,2023-11-05 22:25:12,Deposit,Telecommunication,188.07,0
TX1110987,SA012319,2023-11-13 22:43:35,ATM Withdrawal,Government Services,36.95,0
TX1110988,SA014868,2023-11-02 13:06:07,Debit Order,Medical,1148.57,0
TX1110989,SA011694,2023-11-28 01:56:52,Card Payment,Entertainment,604.57,0
TX1110990,SA012427,2023-10-25 22:44:44,Withdrawal,Financial Services,3.97,0
TX1110991,SA010809,2023-12-14 13:54:57,Deposit,Electronics,30.5,0
TX1110992,SA010691,2023-12-25 08:32:11,Card Payment,Restaurants,43.92,0
TX1110993,SA010020,2023-12-19 17:23:41,ATM Withdrawal,Restaurants,86.9,0
TX1110994,SA013981,2023-10-29 18:46:50,Withdrawal,Government Services,601.66,0
TX1110995,SA012053,2023-12-06 21:06:00,Withdrawal,Gaming & Betting,265.05,0
TX1110996,SA011205,2023-07-05 16:50:52,ATM Withdrawal,Education,375.58,0
TX1110997,SA013848,2023-04-08 00:06:22,EFT Payment,Online Shopping,1.96,0
TX1110998,SA013930,2023-12-16 02:16:46,ATM Withdrawal,Restaurants,510.94,0
TX1110999,SA014226,2023-11-16 23:26:17,ATM Withdrawal,Online Shopping,81.45,0
TX1111000,SA011072,2023-11-19 13:41:44,Transfer,Home & Garden,123.01,0
TX1111001,SA010788,2023-12-22 06:29:01,EFT Payment,Fuel Stations,35.79,0
TX1111002,SA010893,2023-12-29 10:27:38,ATM Withdrawal,Electronics,924.63,0
TX1111003,SA012478,2023-08-22 08:23:53,Card Payment,Utilities,1300.83,0
TX1111004,SA010964,2023-10-17 20:43:02,Card Payment,Clothing Retail,2092.3,0
TX1111005,SA014667,2023-12-04 11:14:49,Debit Order,Government Services,104.61,0
TX1111006,SA012040,2023-12-25 18:40:31,EFT Payment,Accommodation,112.94,0
TX1111007,SA010048,2023-12-15 19:23:01,Transfer,Electronics,200.23,0
TX1111008,SA011757,2023-11-25 14:21:18,Debit Order,Government Services,309.63,0
TX1111009,SA011068,2023-11-10 22:02:40,Debit Order,Entertainment,989.92,0
TX1111010,SA013783,2023-09-08 09:56:10,Transfer,Clothing Retail,483.78,0
TX1111011,SA010484,2023-06-06 10:31:58,EFT Payment,Telecommunication,484.47,0
TX1111012,SA012446,2023-10-29 00:27:54,Card Payment,Hardware & Construction,557.88,0
TX1111013,SA011400,2023-08-18 12:04:58,Debit Order,Financial Services,785.14,0
TX1111014,SA010824,2023-01-05 20:19:20,ATM Withdrawal,Utilities,196.26,0
TX1111015,SA010120,2023-09-14 15:58:04,Deposit,Online Shopping,169.16,0
TX1111016,SA011685,2023-10-25 03:28:20,Transfer,Hardware & Construction,320.05,0
TX1111017,SA014997,2023-09-15 21:53:53,Debit Order,Entertainment,186.34,0
TX1111018,SA012609,2023-12-23 02:56:21,Debit Order,Electronics,200.72,0
TX1111019,SA011569,2023-09-17 13:32:24,Debit Order,Financial Services,107.88,0
TX1111020,SA013287,2023-11-15 15:43:43,EFT Payment,Hardware & Construction,776.35,0
TX1111021,SA012128,2023-05-31 08:33:38,Card Payment,Utilities,477.25,0
TX1111022,SA013966,2023-04-18 23:49:27,Card Payment,Insurance,98.86,0
TX1111023,SA014091,2023-02-03 23:45:38,Deposit,Fuel Stations,660.78,0
TX1111024,SA012157,2023-12-17 10:28:30,EFT Payment,Utilities,884.44,0
TX1111025,SA010791,2023-11-21 00:04:32,Withdrawal,Utilities,335.03,0
TX1111026,SA010950,2023-06-28 16:51:19,Withdrawal,Home & Garden,190.38,0
TX1111027,SA012189,2023-10-25 03:38:59,Card Payment,Government Services,1172.22,0
TX1111028,SA010286,2023-09-03 16:24:01,EFT Payment,Hardware & Construction,624.68,0
TX1111029,SA011995,2023-12-27 23:13:26,Card Payment,Hardware & Construction,59.6,0
TX1111030,SA010571,2023-08-29 01:24:07,Withdrawal,Electronics,1202.0,0
TX1111031,SA010582,2023-06-08 00:27:17,Deposit,Home & Garden,106.27,0
TX1111032,SA012470,2023-10-20 20:04:54,Withdrawal,Education,199.91,0
TX1111033,SA014297,2023-10-28 04:01:52,Deposit,Financial Services,246.5,0
TX1111034,SA012162,2023-06-20 06:07:48,Debit Order,Hardware & Construction,436.15,0
TX1111035,SA010141,2023-12-25 15:04:25,Card Payment,Travel,1031.86,0
TX1111036,SA014741,2023-11-24 06:03:33,Withdrawal,Telecommunication,339.44,0
TX1111037,SA011194,2023-12-28 13:26:15,Card Payment,Medical,118.57,0
TX1111038,SA014471,2023-12-21 01:53:35,ATM Withdrawal,Hardware & Construction,959.16,0
TX1111039,SA012281,2023-08-21 23:59:37,Deposit,Electronics,212.29,0
TX1111040,SA012981,2023-11-22 09:03:22,EFT Payment,Government Services,153.81,0
TX1111041,SA014265,2023-12-30 00:06:05,ATM Withdrawal,Insurance,203.07,0
TX1111042,SA010254,2023-10-04 06:36:21,Card Payment,Fuel Stations,417.17,0
TX1111043,SA014233,2023-06-03 02:50:39,Withdrawal,Grocery Stores,112.11,0
TX1111044,SA013346,2023-12-04 20:32:03,EFT Payment,Utilities,14.22,0
TX1111045,SA014187,2023-07-12 13:16:04,EFT Payment,Financial Services,297.22,0
TX1111046,SA010029,2023-11-05 22:34:09,Deposit,Online Shopping,346.06,0
TX1111047,SA013633,2023-01-01 12:50:05,Debit Order,Insurance,68.68,0
TX1111048,SA014410,2023-07-26 21:20:54,Debit Order,Entertainment,47.02,0
TX1111049,SA013206,2023-01-01 07:55:08,Debit Order,Clothing Retail,374.54,0
TX1111050,SA011442,2023-12-04 17:17:26,Card Payment,Restaurants,133.69,0
TX1111051,SA014439,2023-07-28 20:28:56,Online Purchase,Transportation,324.35,0
TX1111052,SA013230,2023-12-20 03:57:47,Online Purchase,Financial Services,281.01,0
TX1111053,SA011235,2023-10-10 02:43:23,Deposit,Online Shopping,366.22,0
TX1111054,SA011748,2023-04-02 06:41:55,Online Purchase,Medical,403.68,0
TX1111055,SA013386,2023-11-14 23:38:57,EFT Payment,Electronics,875.08,0
TX1111056,SA014773,2023-08-07 09:09:52,Withdrawal,Education,316.69,0
TX1111057,SA012313,2023-12-08 18:01:11,Card Payment,Restaurants,75.46,0
TX1111058,SA014703,2023-12-27 14:10:02,Transfer,Grocery Stores,111.79,0
TX1111059,SA014345,2023-11-26 10:03:47,EFT Payment,Restaurants,208.06,0
TX1111060,SA013296,2023-09-03 20:02:06,Withdrawal,Insurance,566.11,0
TX1111061,SA013341,2023-11-15 23:36:38,ATM Withdrawal,Accommodation,59.58,0
TX1111062,SA012167,2023-12-06 00:30:52,ATM Withdrawal,Medical,576.21,0
TX1111063,SA010888,2023-10-12 15:44:12,EFT Payment,Fuel Stations,555.94,0
TX1111064,SA014136,2023-11-20 13:52:16,Withdrawal,Hardware & Construction,47.58,0
TX1111065,SA012389,2023-11-26 14:27:53,Online Purchase,Electronics,45.99,0
TX1111066,SA011157,2023-12-10 16:17:40,Transfer,Accommodation,117.84,0
TX1111067,SA010245,2023-07-11 19:44:27,ATM Withdrawal,Transportation,370.68,0
TX1111068,SA012733,2023-09-04 21:15:52,EFT Payment,Financial Services,85.34,0
TX1111069,SA010304,2023-11-15 02:13:55,ATM Withdrawal,Online Shopping,767.21,0
TX1111070,SA013110,2023-11-15 14:29:45,Online Purchase,Financial Services,456.84,0
TX1111071,SA012681,2023-12-22 07:13:36,Withdrawal,Hardware & Construction,874.1,0
TX1111072,SA013674,2023-08-24 00:02:55,Card Payment,Education,245.85,0
TX1111073,SA014631,2023-01-14 23:57:30,ATM Withdrawal,Travel,288.51,0
TX1111074,SA013505,2023-10-07 18:39:17,Withdrawal,Telecommunication,358.9,0
TX1111075,SA010128,2023-12-01 15:24:23,EFT Payment,Fuel Stations,296.83,0
TX1111076,SA013867,2023-10-29 16:44:16,Card Payment,Accommodation,237.16,0
TX1111077,SA013341,2023-11-29 19:51:57,Transfer,Hardware & Construction,671.91,0
TX1111078,SA011980,2023-12-15 03:00:39,Withdrawal,Entertainment,629.5,0
TX1111079,SA013145,2023-06-08 02:50:02,Card Payment,Transportation,1050.95,0
TX1111080,SA014669,2023-11-15 21:01:28,Online Purchase,Medical,123.98,0
TX1111081,SA011095,2023-07-07 09:06:29,Transfer,Clothing Retail,297.76,0
TX1111082,SA010767,2023-11-24 05:57:47,ATM Withdrawal,Accommodation,1151.43,0
TX1111083,SA010553,2023-12-20 08:55:54,EFT Payment,Government Services,101.69,0
TX1111084,SA011014,2023-11-07 15:10:13,Withdrawal,Online Shopping,291.74,0
TX1111085,SA010178,2023-12-17 11:27:50,EFT Payment,Telecommunication,170.6,0
TX1111086,SA014958,2023-11-19 01:39:41,Withdrawal,Telecommunication,649.73,0
TX1111087,SA010522,2023-01-01 15:51:14,Debit Order,Clothing Retail,1554.81,0
TX1111088,SA014811,2023-09-22 16:50:48,ATM Withdrawal,Medical,179.52,0
TX1111089,SA011144,2023-10-19 22:20:22,Withdrawal,Telecommunication,268.75,0
TX1111090,SA012339,2023-12-29 09:53:47,Debit Order,Financial Services,201.02,0
TX1111091,SA013380,2023-11-18 16:10:23,ATM Withdrawal,Travel,97.0,0
TX1111092,SA013319,2023-12-28 03:36:38,Debit Order,Utilities,299.12,0
TX1111093,SA010395,2023-12-30 04:01:28,Online Purchase,Medical,1097.89,0
TX1111094,SA012634,2023-12-20 16:14:11,EFT Payment,Insurance,636.7,0
TX1111095,SA010279,2023-10-24 07:40:28,EFT Payment,Restaurants,1032.15,0
TX1111096,SA014933,2023-12-01 03:58:54,ATM Withdrawal,Medical,873.77,0
TX1111097,SA011684,2023-04-21 15:12:16,Debit Order,Transportation,203.72,0
TX1111098,SA014256,2023-12-28 15:07:35,Withdrawal,Travel,938.71,0
TX1111099,SA011476,2023-12-07 13:25:56,Withdrawal,Clothing Retail,339.38,0
TX1111100,SA014757,2023-10-16 12:12:30,Card Payment,Education,679.68,0
TX1111101,SA010380,2023-11-10 05:31:00,Online Purchase,Home & Garden,605.39,0
TX1111102,SA014332,2023-10-10 12:41:07,ATM Withdrawal,Electronics,181.12,0
TX1111103,SA012896,2023-11-12 14:35:06,Deposit,Accommodation,500.64,0
TX1111104,SA011665,2023-08-21 17:37:26,Withdrawal,Insurance,127.48,0
TX1111105,SA010670,2023-12-25 02:44:19,Transfer,Fuel Stations,649.38,0
TX1111106,SA012368,2023-12-11 05:53:05,EFT Payment,Accommodation,1080.55,0
TX1111107,SA014898,2023-11-18 03:44:39,Deposit,Electronics,731.41,0
TX1111108,SA012732,2023-12-02 01:52:20,Withdrawal,Home & Garden,473.84,0
TX1111109,SA010186,2023-12-09 19:33:57,ATM Withdrawal,Electronics,282.88,0
TX1111110,SA011001,2023-09-06 18:26:31,ATM Withdrawal,Insurance,820.3,0
TX1111111,SA013857,2023-10-04 12:39:24,Card Payment,Medical,443.27,0
TX1111112,SA013316,2023-12-10 10:06:10,Card Payment,Accommodation,5.04,0
TX1111113,SA011470,2023-12-09 19:32:24,Withdrawal,Online Shopping,104.58,0
TX1111114,SA012956,2023-08-17 04:56:43,ATM Withdrawal,Hardware & Construction,14.3,0
TX1111115,SA011440,2023-10-29 07:29:59,Deposit,Medical,205.77,0
TX1111116,SA013863,2023-12-06 03:00:48,Deposit,Gaming & Betting,683.03,0
TX1111117,SA010212,2023-12-04 17:30:13,Withdrawal,Hardware & Construction,150.61,0
TX1111118,SA014083,2023-07-27 03:17:35,Online Purchase,Fuel Stations,308.02,0
TX1111119,SA014578,2023-09-18 22:32:02,ATM Withdrawal,Education,2709.27,0
TX1111120,SA013020,2023-09-11 17:03:26,EFT Payment,Clothing Retail,472.96,0
TX1111121,SA013771,2023-11-20 01:50:26,Deposit,Telecommunication,138.97,0
TX1111122,SA010751,2023-12-16 19:24:42,Withdrawal,Grocery Stores,566.63,0
TX1111123,SA012183,2023-03-09 05:34:23,Transfer,Accommodation,392.11,0
TX1111124,SA011057,2023-11-11 16:41:02,Transfer,Gaming & Betting,1548.04,0
TX1111125,SA011306,2023-12-01 23:00:33,Withdrawal,Insurance,183.01,0
TX1111126,SA011308,2023-09-02 01:24:07,EFT Payment,Government Services,241.17,0
TX1111127,SA014685,2023-10-06 00:39:07,Transfer,Fuel Stations,476.0,0
TX1111128,SA013640,2023-11-21 03:28:03,Card Payment,Financial Services,326.07,0
TX1111129,SA014730,2023-01-01 09:20:03,Debit Order,Grocery Stores,1263.95,0
TX1111130,SA014665,2023-12-23 01:03:18,ATM Withdrawal,Medical,198.71,0
TX1111131,SA014199,2023-08-02 17:01:43,Debit Order,Medical,33.52,0
TX1111132,SA010854,2023-09-17 12:24:22,EFT Payment,Grocery Stores,515.69,0
TX1111133,SA013095,2023-11-07 04:47:08,Withdrawal,Education,134.02,0
TX1111134,SA013372,2023-12-27 14:17:32,Withdrawal,Gaming & Betting,19.1,0
TX1111135,SA011067,2023-03-18 08:35:40,Debit Order,Medical,1171.21,0
TX1111136,SA014803,2023-11-13 07:24:29,Card Payment,Insurance,654.36,0
TX1111137,SA012054,2023-06-10 12:54:10,EFT Payment,Grocery Stores,406.48,0
TX1111138,SA014026,2023-12-26 02:15:56,Online Purchase,Medical,852.79,0
TX1111139,SA011500,2023-09-04 19:51:52,Deposit,Utilities,872.52,0
TX1111140,SA014272,2023-06-21 00:26:18,Deposit,Fuel Stations,178.01,0
TX1111141,SA010731,2023-07-14 23:58:27,Withdrawal,Clothing Retail,1529.42,0
TX1111142,SA011438,2023-07-03 00:33:39,Online Purchase,Gaming & Betting,2091.0,0
TX1111143,SA013824,2023-10-01 08:40:05,Withdrawal,Financial Services,261.45,0
TX1111144,SA013578,2023-11-26 01:36:41,Deposit,Fuel Stations,1212.16,0
TX1111145,SA013148,2023-12-12 16:47:41,Deposit,Accommodation,324.48,0
TX1111146,SA013067,2023-12-06 05:32:25,EFT Payment,Education,1161.42,0
TX1111147,SA014055,2023-10-16 17:59:50,ATM Withdrawal,Government Services,886.98,0
TX1111148,SA011785,2023-12-01 20:58:03,Online Purchase,Travel,1727.85,0
TX1111149,SA011483,2023-07-22 21:13:03,Transfer,Entertainment,310.19,0
TX1111150,SA014281,2023-02-05 18:38:12,Debit Order,Clothing Retail,509.32,0
TX1111151,SA010505,2023-12-09 03:02:18,Debit Order,Clothing Retail,45.46,0
TX1111152,SA014237,2023-12-22 01:32:11,Online Purchase,Telecommunication,167.59,0
TX1111153,SA010426,2023-09-21 04:04:51,Transfer,Clothing Retail,27.68,0
TX1111154,SA010156,2023-11-02 00:59:32,ATM Withdrawal,Restaurants,501.67,0
TX1111155,SA011701,2023-11-24 00:24:47,Online Purchase,Travel,30.37,0
TX1111156,SA013780,2023-12-25 20:33:16,ATM Withdrawal,Accommodation,807.99,0
TX1111157,SA010487,2023-12-04 15:36:38,EFT Payment,Home & Garden,917.94,0
TX1111158,SA011246,2023-11-25 01:18:34,Transfer,Fuel Stations,1365.71,0
TX1111159,SA014527,2023-01-01 07:02:11,Card Payment,Financial Services,799.05,0
TX1111160,SA013663,2023-10-09 06:18:19,EFT Payment,Transportation,17.9,0
TX1111161,SA010815,2023-10-15 21:35:23,Debit Order,Home & Garden,26.27,0
TX1111162,SA014018,2023-06-18 08:48:24,Withdrawal,Government Services,131.04,0
TX1111163,SA013974,2023-09-29 07:18:14,EFT Payment,Gaming & Betting,321.18,0
TX1111164,SA014190,2023-10-20 10:46:52,Online Purchase,Restaurants,248.72,0
TX1111165,SA010124,2023-12-04 15:03:26,Debit Order,Grocery Stores,22.79,0
TX1111166,SA011136,2023-10-25 06:08:53,EFT Payment,Accommodation,24.71,0
TX1111167,SA011940,2023-05-16 20:29:32,Debit Order,Gaming & Betting,873.7,0
TX1111168,SA013122,2023-04-06 04:46:51,Deposit,Transportation,491.59,0
TX1111169,SA011081,2023-06-18 21:25:58,ATM Withdrawal,Entertainment,47.7,0
TX1111170,SA011085,2023-11-22 02:51:32,Card Payment,Government Services,917.79,0
TX1111171,SA014086,2023-12-18 22:29:26,EFT Payment,Education,210.77,0
TX1111172,SA012056,2023-11-18 13:36:59,Debit Order,Entertainment,572.54,0
TX1111173,SA010257,2023-12-07 07:46:08,ATM Withdrawal,Accommodation,627.21,0
TX1111174,SA012910,2023-12-15 21:48:53,Deposit,Electronics,389.72,0
TX1111175,SA012998,2023-10-04 02:46:38,EFT Payment,Financial Services,280.67,0
TX1111176,SA012969,2023-12-07 07:05:32,Withdrawal,Fuel Stations,1376.45,0
TX1111177,SA014000,2023-11-30 11:27:23,Card Payment,Hardware & Construction,1027.93,0
TX1111178,SA014374,2023-09-15 11:23:11,EFT Payment,Telecommunication,523.45,0
TX1111179,SA010753,2023-03-06 05:32:14,Deposit,Entertainment,101.33,0
TX1111180,SA011428,2023-11-07 12:21:28,EFT Payment,Government Services,994.79,0
TX1111181,SA011583,2023-08-16 23:25:38,Transfer,Utilities,96.05,0
TX1111182,SA012138,2023-12-06 19:12:13,Online Purchase,Medical,148.02,0
TX1111183,SA011116,2023-11-18 15:40:58,Withdrawal,Gaming & Betting,461.6,0
TX1111184,SA010105,2023-11-04 04:21:28,Debit Order,Hardware & Construction,640.75,0
TX1111185,SA011375,2023-10-11 19:45:33,Debit Order,Clothing Retail,856.41,0
TX1111186,SA012421,2023-06-28 09:48:12,Withdrawal,Restaurants,678.37,0
TX1111187,SA011361,2023-08-09 17:15:04,ATM Withdrawal,Insurance,64.47,0
TX1111188,SA013187,2023-08-28 10:36:26,Online Purchase,Fuel Stations,206.9,0
TX1111189,SA012651,2023-09-28 13:30:38,Debit Order,Medical,224.65,0
TX1111190,SA011314,2023-12-26 10:37:00,Card Payment,Transportation,0.32,0
TX1111191,SA014094,2023-09-20 02:14:16,ATM Withdrawal,Entertainment,298.69,0
TX1111192,SA011109,2023-11-16 04:01:33,Deposit,Insurance,1028.37,0
TX1111193,SA014018,2023-12-11 16:36:10,Deposit,Electronics,205.05,0
TX1111194,SA014814,2023-09-09 20:27:10,Withdrawal,Clothing Retail,418.42,0
TX1111195,SA013700,2023-12-04 12:37:03,Card Payment,Accommodation,219.62,0
TX1111196,SA012986,2023-09-22 08:24:34,Debit Order,Accommodation,847.74,0
TX1111197,SA010304,2023-11-21 08:12:59,Transfer,Entertainment,1174.65,0
TX1111198,SA014604,2023-11-15 18:13:15,Withdrawal,Electronics,431.72,0
TX1111199,SA014564,2023-08-24 02:49:39,Deposit,Electronics,964.4,0
TX1111200,SA014061,2023-12-02 07:38:43,Withdrawal,Accommodation,366.03,0
TX1111201,SA011354,2023-08-25 21:20:08,Debit Order,Accommodation,485.76,0
TX1111202,SA013803,2023-07-10 05:03:17,Debit Order,Utilities,102.82,0
TX1111203,SA011940,2023-06-22 05:51:31,Deposit,Telecommunication,430.79,0
TX1111204,SA014136,2023-01-22 13:08:48,Online Purchase,Education,29.78,0
TX1111205,SA013502,2023-09-29 14:23:40,Withdrawal,Electronics,15.1,0
TX1111206,SA010272,2023-11-25 02:08:44,Withdrawal,Accommodation,9.39,0
TX1111207,SA014623,2023-12-30 14:21:15,Deposit,Government Services,470.42,0
TX1111208,SA010541,2023-11-22 17:25:54,ATM Withdrawal,Education,239.96,0
TX1111209,SA014393,2023-11-27 22:22:11,Debit Order,Government Services,1930.63,0
TX1111210,SA014590,2023-12-14 15:05:57,EFT Payment,Insurance,186.58,0
TX1111211,SA011319,2023-12-08 04:12:21,Debit Order,Restaurants,442.82,0
TX1111212,SA014789,2023-09-20 15:53:12,Withdrawal,Government Services,714.72,0
TX1111213,SA010304,2023-11-05 09:36:28,Card Payment,Education,606.66,0
TX1111214,SA012412,2023-08-08 07:21:51,Debit Order,Electronics,501.28,0
TX1111215,SA012774,2023-10-20 02:24:06,Card Payment,Education,1009.64,0
TX1111216,SA011679,2023-10-02 15:18:29,Deposit,Financial Services,377.6,0
TX1111217,SA012728,2023-10-13 08:44:50,Online Purchase,Insurance,224.13,0
TX1111218,SA012064,2023-10-19 06:34:35,Debit Order,Electronics,271.16,0
TX1111219,SA013307,2023-05-25 21:06:01,Debit Order,Government Services,1355.07,0
TX1111220,SA013029,2023-11-03 15:20:41,ATM Withdrawal,Transportation,614.2,0
TX1111221,SA013429,2023-09-29 23:46:06,Deposit,Clothing Retail,630.95,0
TX1111222,SA012955,2023-10-17 13:04:33,Withdrawal,Transportation,568.34,0
TX1111223,SA011925,2023-10-14 22:39:37,ATM Withdrawal,Government Services,625.42,0
TX1111224,SA010546,2023-05-22 06:28:15,ATM Withdrawal,Clothing Retail,405.7,0
TX1111225,SA013195,2023-08-15 17:50:58,Withdrawal,Restaurants,221.57,0
TX1111226,SA010741,2023-12-15 12:55:16,Online Purchase,Gaming & Betting,1102.44,0
TX1111227,SA013846,2023-09-10 23:29:32,Online Purchase,Medical,102.17,0
TX1111228,SA013152,2023-11-21 14:23:28,EFT Payment,Entertainment,231.39,0
TX1111229,SA011029,2023-12-15 16:20:23,Online Purchase,Restaurants,43.48,0
TX1111230,SA012454,2023-11-28 15:50:15,EFT Payment,Online Shopping,448.21,0
TX1111231,SA012364,2023-11-03 13:28:07,Withdrawal,Education,348.19,0
TX1111232,SA014593,2023-11-28 20:40:26,Online Purchase,Education,680.94,0
TX1111233,SA014828,2023-08-07 12:53:50,EFT Payment,Financial Services,949.34,0
TX1111234,SA010548,2023-10-12 17:56:57,Transfer,Home & Garden,1175.53,0
TX1111235,SA014728,2023-12-17 23:08:47,Card Payment,Insurance,480.38,0
TX1111236,SA010866,2023-10-17 15:20:38,Online Purchase,Education,293.08,0
TX1111237,SA011217,2023-10-20 11:59:41,ATM Withdrawal,Hardware & Construction,33.9,0
TX1111238,SA013742,2023-09-09 18:21:43,Transfer,Electronics,309.56,0
TX1111239,SA013859,2023-07-26 12:04:21,ATM Withdrawal,Transportation,706.35,0
